userId,movieId,timestamp,random_timestamp
user-0001,item-00016,1631518648,2021-09-13 07:37:28
user-0001,item-00024,1562113208,2019-07-03 00:20:08
user-0001,item-00032,1493481524,2017-04-29 15:58:44
user-0001,item-00047,1478550843,2016-11-07 20:34:03
user-0001,item-00050,1729100606,2024-10-16 17:43:26
user-0001,item-00110,1548119329,2019-01-22 01:08:49
user-0001,item-00150,1664051253,2022-09-24 20:27:33
user-0001,item-00161,1578663801,2020-01-10 13:43:21
user-0001,item-00165,1682897119,2023-04-30 23:25:19
user-0001,item-00204,1465977287,2016-06-15 07:54:47
user-0001,item-00223,1704381178,2024-01-04 15:12:58
user-0001,item-00256,1645722723,2022-02-24 17:12:03
user-0001,item-00260,1570237132,2019-10-05 00:58:52
user-0001,item-00261,1732695589,2024-11-27 08:19:49
user-0001,item-00277,1557123037,2019-05-06 06:10:37
user-0001,item-00296,1623664162,2021-06-14 09:49:22
user-0001,item-00318,1591547202,2020-06-07 16:26:42
user-0001,item-00349,1570417690,2019-10-07 03:08:10
user-0001,item-00356,1480453439,2016-11-29 21:03:59
user-0001,item-00377,1685719773,2023-06-02 15:29:33
user-0002,item-00001,1476485680,2016-10-14 22:54:40
user-0002,item-00003,1494741578,2017-05-14 05:59:38
user-0002,item-00005,1526048063,2018-05-11 14:14:23
user-0002,item-00014,1505861900,2017-09-19 22:58:20
user-0002,item-00017,1512168327,2017-12-01 22:45:27
user-0002,item-00025,1515386946,2018-01-08 04:49:06
user-0002,item-00032,1495262687,2017-05-20 06:44:47
user-0002,item-00036,1617413492,2021-04-03 01:31:32
user-0002,item-00052,1562908231,2019-07-12 05:10:31
user-0002,item-00058,1717764705,2024-06-07 12:51:45
user-0002,item-00062,1680436756,2023-04-02 11:59:16
user-0002,item-00079,1699006816,2023-11-03 10:20:16
user-0002,item-00095,1616553342,2021-03-24 02:35:42
user-0002,item-00112,1669061771,2022-11-21 20:16:11
user-0002,item-00260,1678839468,2023-03-15 00:17:48
user-0002,item-00376,1466239981,2016-06-18 08:53:01
user-0002,item-00494,1593504686,2020-06-30 08:11:26
user-0002,item-00608,1474654938,2016-09-23 18:22:18
user-0002,item-00637,1487369146,2017-02-17 22:05:46
user-0002,item-00648,1664582010,2022-09-30 23:53:30
user-0003,item-00005,1493008152,2017-04-24 04:29:12
user-0003,item-00007,1620242305,2021-05-05 19:18:25
user-0003,item-00011,1629878475,2021-08-25 08:01:15
user-0003,item-00021,1507580312,2017-10-09 20:18:32
user-0003,item-00034,1576754547,2019-12-19 11:22:27
user-0003,item-00036,1608319625,2020-12-18 19:27:05
user-0003,item-00039,1481750869,2016-12-14 21:27:49
user-0003,item-00045,1729273602,2024-10-18 17:46:42
user-0003,item-00050,1567016130,2019-08-28 18:15:30
user-0003,item-00105,1458853010,2016-03-24 20:56:50
user-0003,item-00141,1702275685,2023-12-11 06:21:25
user-0003,item-00144,1649228993,2022-04-06 07:09:53
user-0003,item-00150,1587230156,2020-04-18 17:15:56
user-0003,item-00165,1715590919,2024-05-13 09:01:59
user-0003,item-00185,1680613113,2023-04-04 12:58:33
user-0003,item-00222,1633758223,2021-10-09 05:43:43
user-0003,item-00223,1542932984,2018-11-23 00:29:44
user-0003,item-00232,1665085755,2022-10-06 19:49:15
user-0003,item-00246,1616847606,2021-03-27 12:20:06
user-0003,item-00261,1675246016,2023-02-01 10:06:56
user-0004,item-00030,1563871537,2019-07-23 08:45:37
user-0004,item-00032,1704988984,2024-01-11 16:03:04
user-0004,item-00111,1636054430,2021-11-04 19:33:50
user-0004,item-00154,1573667418,2019-11-13 17:50:18
user-0004,item-00213,1674444069,2023-01-23 03:21:09
user-0004,item-00296,1463808248,2016-05-21 05:24:08
user-0004,item-00306,1488340967,2017-03-01 04:02:47
user-0004,item-00307,1549275522,2019-02-04 10:18:42
user-0004,item-00308,1579088632,2020-01-15 11:43:52
user-0004,item-00318,1713086049,2024-04-14 09:14:09
user-0004,item-00509,1518304648,2018-02-10 23:17:28
user-0004,item-00527,1549948482,2019-02-12 05:14:42
user-0004,item-00573,1569179643,2019-09-22 19:14:03
user-0004,item-00593,1606930947,2020-12-02 17:42:27
user-0004,item-00608,1514317475,2017-12-26 19:44:35
user-0004,item-00858,1687581674,2023-06-24 04:41:14
user-0004,item-00898,1511830193,2017-11-28 00:49:53
user-0004,item-00899,1672719882,2023-01-03 04:24:42
user-0004,item-00904,1599049474,2020-09-02 12:24:34
user-0004,item-00905,1674947707,2023-01-28 23:15:07
user-0005,item-00001,1651225870,2022-04-29 09:51:10
user-0005,item-00063,1594619479,2020-07-13 05:51:19
user-0005,item-00110,1541143429,2018-11-02 07:23:49
user-0005,item-00170,1658443325,2022-07-21 22:42:05
user-0005,item-00175,1594778361,2020-07-15 01:59:21
user-0005,item-00231,1595337560,2020-07-21 13:19:20
user-0005,item-00319,1544460223,2018-12-10 16:43:43
user-0005,item-00344,1640429794,2021-12-25 10:56:34
user-0005,item-00364,1456346761,2016-02-24 20:46:01
user-0005,item-00480,1498678276,2017-06-28 19:31:16
user-0005,item-00500,1652510710,2022-05-14 06:45:10
user-0005,item-00588,1641901950,2022-01-11 11:52:30
user-0005,item-00592,1467599851,2016-07-04 02:37:31
user-0005,item-00595,1721772452,2024-07-23 22:07:32
user-0005,item-00778,1505416783,2017-09-14 19:19:43
user-0005,item-01012,1715818191,2024-05-16 00:09:51
user-0005,item-01206,1472022612,2016-08-24 07:10:12
user-0005,item-01517,1631216718,2021-09-09 19:45:18
user-0005,item-01580,1558892151,2019-05-26 17:35:51
user-0005,item-01907,1626260477,2021-07-14 11:01:17
user-0006,item-00480,1605367126,2020-11-14 15:18:46
user-0006,item-00851,1656901319,2022-07-04 02:21:59
user-0006,item-01073,1463482244,2016-05-17 10:50:44
user-0006,item-01097,1579740890,2020-01-23 00:54:50
user-0006,item-01199,1470983554,2016-08-12 06:32:34
user-0006,item-01223,1658183371,2022-07-18 22:29:31
user-0006,item-01682,1557206524,2019-05-07 05:22:04
user-0006,item-01732,1567070611,2019-08-29 09:23:31
user-0006,item-01884,1569488966,2019-09-26 09:09:26
user-0006,item-01965,1693199690,2023-08-28 05:14:50
user-0006,item-02205,1463782137,2016-05-20 22:08:57
user-0006,item-02329,1491096509,2017-04-02 01:28:29
user-0006,item-02335,1483015623,2016-12-29 12:47:03
user-0006,item-02572,1672967325,2023-01-06 01:08:45
user-0006,item-02599,1650415927,2022-04-20 00:52:07
user-0006,item-02694,1571881725,2019-10-24 01:48:45
user-0006,item-02858,1467575872,2016-07-03 19:57:52
user-0006,item-02918,1659568684,2022-08-03 23:18:04
user-0006,item-02959,1689054185,2023-07-11 05:43:05
user-0006,item-03082,1646308170,2022-03-03 11:49:30
user-0007,item-00010,1710897251,2024-03-20 01:14:11
user-0007,item-00032,1496635087,2017-06-05 03:58:07
user-0007,item-00047,1701316518,2023-11-30 03:55:18
user-0007,item-00070,1533049198,2018-07-31 14:59:58
user-0007,item-00145,1666176999,2022-10-19 10:56:39
user-0007,item-00165,1612390037,2021-02-03 22:07:17
user-0007,item-00196,1611185053,2021-01-20 23:24:13
user-0007,item-00231,1493162694,2017-04-25 23:24:54
user-0007,item-00260,1687400513,2023-06-22 02:21:53
user-0007,item-00288,1604983406,2020-11-10 04:43:26
user-0007,item-00293,1554787987,2019-04-09 05:33:07
user-0007,item-00296,1694910713,2023-09-17 00:31:53
user-0007,item-00316,1601802004,2020-10-04 09:00:04
user-0007,item-00344,1600239035,2020-09-16 06:50:35
user-0007,item-00356,1610349393,2021-01-11 07:16:33
user-0007,item-00367,1650514614,2022-04-21 04:16:54
user-0007,item-00377,1711915849,2024-03-31 20:10:49
user-0007,item-00485,1636380313,2021-11-08 14:05:13
user-0007,item-00527,1595749760,2020-07-26 07:49:20
user-0007,item-00541,1493959547,2017-05-05 04:45:47
user-0008,item-00001,1524092803,2018-04-18 23:06:43
user-0008,item-00003,1542267617,2018-11-15 07:40:17
