userId,movieId,timestamp,random_timestamp
user-0001,item-00380,1453765143,2016-01-25 23:39:03
user-0001,item-00457,1475764900,2016-10-06 14:41:40
user-0001,item-00480,1541594443,2018-11-07 12:40:43
user-0001,item-00527,1582135764,2020-02-19 18:09:24
user-0001,item-00589,1700262919,2023-11-17 23:15:19
user-0001,item-00590,1623306368,2021-06-10 06:26:08
user-0001,item-00592,1461040635,2016-04-19 04:37:15
user-0001,item-00593,1564055955,2019-07-25 11:59:15
user-0001,item-00597,1622781586,2021-06-04 04:39:46
user-0001,item-00608,1522264890,2018-03-28 19:21:30
user-0001,item-00648,1474143910,2016-09-17 20:25:10
user-0001,item-00719,1649578572,2022-04-10 08:16:12
user-0001,item-00724,1671993304,2022-12-25 18:35:04
user-0001,item-00736,1657596039,2022-07-12 03:20:39
user-0001,item-00780,1612667680,2021-02-07 03:14:40
user-0001,item-00858,1508270095,2017-10-17 19:54:55
user-0001,item-00912,1621040097,2021-05-15 00:54:57
user-0001,item-00968,1714879002,2024-05-05 03:16:42
user-0001,item-01061,1730418815,2024-10-31 23:53:35
user-0001,item-01089,1674629577,2023-01-25 06:52:57
user-0001,item-01136,1695774003,2023-09-27 00:20:03
user-0001,item-01196,1660304239,2022-08-12 11:37:19
user-0001,item-01198,1713398403,2024-04-18 00:00:03
user-0001,item-01210,1643094290,2022-01-25 07:04:50
user-0001,item-01213,1725346884,2024-09-03 07:01:24
user-0001,item-01220,1700582158,2023-11-21 15:55:58
user-0001,item-01221,1545809310,2018-12-26 07:28:30
user-0002,item-00661,1621523026,2021-05-20 15:03:46
user-0002,item-00736,1515682737,2018-01-11 14:58:57
user-0002,item-00780,1706481450,2024-01-28 22:37:30
user-0002,item-00784,1506620883,2017-09-28 17:48:03
user-0002,item-00788,1609745783,2021-01-04 07:36:23
user-0002,item-00802,1631332754,2021-09-11 03:59:14
user-0002,item-00805,1711236944,2024-03-23 23:35:44
user-0002,item-01073,1729837020,2024-10-25 06:17:00
user-0002,item-01356,1621456016,2021-05-19 20:26:56
user-0003,item-00272,1695666333,2023-09-25 18:25:33
user-0003,item-00277,1534009995,2018-08-11 17:53:15
user-0003,item-00281,1466242946,2016-06-18 09:42:26
user-0003,item-00292,1571001624,2019-10-13 21:20:24
user-0003,item-00296,1503463129,2017-08-23 04:38:49
user-0003,item-00300,1679675524,2023-03-24 16:32:04
user-0003,item-00339,1639254384,2021-12-11 20:26:24
user-0003,item-00342,1718643912,2024-06-17 17:05:12
user-0003,item-00345,1686999599,2023-06-17 10:59:59
user-0003,item-00348,1602263301,2020-10-09 17:08:21
user-0003,item-00349,1687200236,2023-06-19 18:43:56
user-0003,item-00350,1510903421,2017-11-17 07:23:41
user-0003,item-00356,1471404017,2016-08-17 03:20:17
user-0003,item-00357,1577848356,2020-01-01 03:12:36
user-0003,item-00367,1479423794,2016-11-17 23:03:14
user-0003,item-00368,1498678502,2017-06-28 19:35:02
user-0003,item-00373,1578242352,2020-01-05 16:39:12
user-0003,item-00377,1590455959,2020-05-26 01:19:19
user-0003,item-00380,1503511850,2017-08-23 18:10:50
user-0003,item-00410,1479058422,2016-11-13 17:33:42
user-0003,item-00417,1662186071,2022-09-03 06:21:11
user-0003,item-00454,1459440320,2016-03-31 16:05:20
user-0003,item-00457,1566146224,2019-08-18 16:37:04
user-0003,item-00471,1524515981,2018-04-23 20:39:41
user-0003,item-00477,1672663434,2023-01-02 12:43:54
user-0003,item-00480,1645242245,2022-02-19 03:44:05
user-0003,item-00485,1712131848,2024-04-03 08:10:48
user-0004,item-00909,1671554448,2022-12-20 16:40:48
user-0004,item-00910,1493483900,2017-04-29 16:38:20
user-0004,item-00912,1709661667,2024-03-05 18:01:07
user-0004,item-00913,1482242371,2016-12-20 13:59:31
user-0004,item-00916,1644003626,2022-02-04 19:40:26
user-0004,item-00919,1460403979,2016-04-11 19:46:19
user-0004,item-00922,1704775543,2024-01-09 04:45:43
user-0004,item-00928,1555443744,2019-04-16 19:42:24
user-0004,item-00936,1472666416,2016-08-31 18:00:16
user-0004,item-00937,1466959734,2016-06-26 16:48:54
user-0004,item-00940,1493411540,2017-04-28 20:32:20
user-0004,item-00943,1474332441,2016-09-20 00:47:21
user-0004,item-00945,1565193061,2019-08-07 15:51:01
user-0004,item-00946,1709293724,2024-03-01 11:48:44
user-0004,item-00947,1594496778,2020-07-11 19:46:18
user-0004,item-00951,1711899625,2024-03-31 15:40:25
user-0004,item-01085,1479347184,2016-11-17 01:46:24
user-0004,item-01094,1507139816,2017-10-04 17:56:56
user-0004,item-01176,1718885957,2024-06-20 12:19:17
user-0004,item-01185,1669010735,2022-11-21 06:05:35
user-0004,item-01186,1458362192,2016-03-19 04:36:32
user-0004,item-01196,1662924129,2022-09-11 19:22:09
user-0004,item-01203,1710825279,2024-03-19 05:14:39
user-0004,item-01204,1647433252,2022-03-16 12:20:52
user-0004,item-01207,1571924220,2019-10-24 13:37:00
user-0004,item-01209,1671781798,2022-12-23 07:49:58
user-0004,item-01219,1490034574,2017-03-20 18:29:34
user-0005,item-02092,1646497441,2022-03-05 16:24:01
user-0005,item-02300,1496495794,2017-06-03 13:16:34
user-0005,item-02316,1455910578,2016-02-19 19:36:18
user-0005,item-02427,1475005834,2016-09-27 19:50:34
user-0005,item-02485,1457910344,2016-03-13 23:05:44
user-0005,item-02490,1532669390,2018-07-27 05:29:50
user-0005,item-02571,1589085910,2020-05-10 04:45:10
user-0005,item-02657,1721689803,2024-07-22 23:10:03
user-0005,item-02683,1646015722,2022-02-28 02:35:22
user-0005,item-02687,1725506271,2024-09-05 03:17:51
user-0005,item-02762,1696697692,2023-10-07 16:54:52
user-0005,item-02792,1544527252,2018-12-11 11:20:52
user-0005,item-02805,1490678438,2017-03-28 05:20:38
user-0005,item-02871,1525060099,2018-04-30 03:48:19
user-0005,item-02959,1552965125,2019-03-19 03:12:05
user-0005,item-03616,1585502838,2020-03-29 17:27:18
user-0005,item-03869,1540553513,2018-10-26 11:31:53
user-0005,item-04016,1701489026,2023-12-02 03:50:26
user-0005,item-04018,1541880577,2018-11-10 20:09:37
